x,y
23,41
22,41
21,41
21,40
21,39
21,38
20,38
20,37
20,38
20,37
20,38
19,38
18,38
17,38
17,37
17,36
17,37
17,36
17,37
17,36
17,37
17,36
17,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
17,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,33
18,32
18,33
18,32
18,33
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
18,34
17,34
18,34
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
19,35
18,35
18,34
18,35
18,34
18,35
18,34
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
18,35
19,35
19,34
20,34
20,35
21,35
20,35
20,34
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
21,35
20,35
20,36
20,37
19,37
20,37
21,37
20,37
20,38
20,37
20,36
20,37
20,36
20,37
19,37
20,37
19,37
20,37
21,37
20,37
21,37
21,36
22,36
