x,y
21,8
21,9
21,10
20,10
20,9
20,10
20,9
20,10
19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
19,18
19,19
19,20
19,21
18,21
17,21
17,22
16,22
16,23
16,24
16,25
16,26
17,26
17,27
17,28
18,28
19,28
19,29
19,30
19,31
19,32
18,32
18,31
18,30
19,30
19,31
18,31
19,31
18,31
19,31
18,31
19,31
18,31
19,31
18,31
19,31
18,31
19,31
19,32
18,32
18,31
18,30
19,30
18,30
19,30
18,30
19,30
18,30
19,30
18,30
19,30
19,31
18,31
18,30
19,30
19,31
18,31
18,30
19,30
18,30
19,30
18,30
18,31
18,30
19,30
18,30
19,30
19,31
18,31
19,31
19,32
19,31
19,30
19,31
19,30
18,30
19,30
18,30
19,30
18,30
19,30
18,30
17,30
