x,y
2,25
3,25
4,25
5,25
6,25
7,25
8,25
8,26
9,26
10,26
11,26
11,27
12,27
13,27
13,28
13,29
13,30
13,31
13,32
13,33
14,33
14,34
14,35
14,36
14,37
14,38
14,39
14,40
14,41
15,41
16,41
16,42
16,43
16,44
16,45
17,45
18,45
19,45
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
19,46
20,46
21,46
22,46
22,45
22,46
23,46
23,47
23,48
24,48
24,49
24,48
24,49
24,48
23,48
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
23,48
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
23,48
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
25,48
25,49
25,48
25,49
25,48
25,49
25,48
25,49
25,48
25,49
25,48
25,49
25,48
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
24,48
24,49
25,49
