x,y
47,49
47,48
47,47
47,46
47,45
47,44
47,43
47,42
47,41
47,40
46,40
46,39
46,38
46,37
46,36
46,35
46,34
46,33
45,33
45,32
45,31
44,31
43,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
42,31
42,30
42,31
42,30
42,31
41,31
42,31
41,31
42,31
41,31
42,31
41,31
40,31
40,32
41,32
42,32
42,31
42,30
42,31
42,30
42,31
42,30
42,31
42,30
42,31
42,30
42,31
42,30
42,31
42,30
42,31
42,30
42,31
41,31
40,31
40,32
41,32
42,32
42,31
42,30
42,31
41,31
40,31
