x,y
1,29
1,30
2,30
3,30
3,31
3,32
4,32
4,33
4,34
4,35
4,36
5,36
5,37
6,37
7,37
7,36
8,36
8,37
9,37
10,37
10,38
10,37
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
11,39
10,39
11,39
10,39
11,39
10,39
9,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
10,39
11,39
11,40
10,40
9,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
10,39
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
12,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
11,38
10,38
10,39
11,39
11,40
11,41
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
12,41
11,41
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
11,40
12,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
9,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
11,40
12,40
11,40
11,41
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
9,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
11,40
11,41
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
10,40
11,40
11,41
11,40
11,41
11,40
11,41
10,41
11,41
11,40
10,40
11,40
10,40
11,40
10,40
9,40
10,40
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
11,40
11,41
