x,y
13,29
14,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
16,29
15,29
15,30
16,30
17,30
18,30
19,30
20,30
21,30
22,30
21,30
22,30
23,30
24,30
25,30
26,30
26,29
26,28
27,28
27,27
27,26
27,25
28,25
28,24
29,24
30,24
30,23
31,23
31,24
32,24
32,23
32,22
33,22
33,21
33,20
32,20
32,19
33,19
33,18
33,17
33,16
33,15
33,14
33,13
33,12
33,11
33,10
33,9
33,8
32,8
32,7
31,7
31,6
31,5
31,4
31,3
30,3
29,3
29,2
29,1
28,1
