x,y
19,10
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
18,18
18,19
18,20
18,21
18,22
18,23
19,23
20,23
21,23
22,23
22,24
23,24
23,25
24,25
25,25
25,26
25,25
25,26
26,26
25,26
26,26
25,26
26,26
26,27
26,28
26,29
26,30
25,30
25,31
26,31
25,31
26,31
25,31
26,31
26,30
25,30
24,30
25,30
25,29
26,29
26,30
25,30
25,31
26,31
25,31
26,31
25,31
26,31
25,31
26,31
25,31
26,31
25,31
26,31
25,31
26,31
25,31
26,31
27,31
27,32
27,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
25,32
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
26,33
25,33
