episode,total_reward,steps,epsilon,success,grid_size,obstacle_ratio_max,blind_ratio,success_rate,path_len,blind_step_ratio,shortest_path_ratio
1,165.60000000000048,208,0.7480463129262167,1,50,0.07,0.03,1.0,209,0.014354066985645933,104.5
2,-100.1,3,0.743567005620044,0,50,0.07,0.03,0.5,3,0.0,1.5
3,-100.89999999999999,19,0.7158143409445584,0,50,0.07,0.03,0.3333333333333333,19,0.0,9.5
4,205.39999999999998,12,0.6988225175658086,1,50,0.07,0.03,0.5,13,0.0,6.5
5,205.89999999999998,2,0.6960300227856157,1,50,0.07,0.03,0.6,3,0.0,1.5
6,-319.90000000000055,159,0.5062721502041595,0,50,0.07,0.03,0.5,159,0.031446540880503145,79.5
7,-64.45000000000002,30,0.4767605107144487,0,50,0.07,0.03,0.42857142857142855,30,0.06666666666666667,0.5769230769230769
8,-260.0500000000006,182,0.3311759498775874,0,50,0.07,0.03,0.375,182,0.005494505494505495,91.0
9,-63.24999999999994,126,0.25733981999303496,0,50,0.07,0.03,0.3333333333333333,126,0.015873015873015872,2.423076923076923
10,205.89999999999998,2,0.2563114900723428,1,50,0.07,0.03,0.4,3,0.0,1.5
11,205.89999999999998,2,0.25528726935801366,1,50,0.07,0.03,0.45454545454545453,3,0.0,1.5
12,-54.599999999999675,213,0.16666117991959006,0,50,0.07,0.03,0.4166666666666667,213,0.018779342723004695,4.096153846153846
13,205.89999999999998,2,0.16599520184463137,1,50,0.07,0.03,0.46153846153846156,3,0.0,1.5
14,205.89999999999998,2,0.16533188501806023,1,50,0.07,0.03,0.5,3,0.0,1.5
15,-95.44999999999996,90,0.1380719101783058,0,50,0.07,0.03,0.4666666666666667,90,0.03333333333333333,2.1951219512195124
16,-47.39999999999996,29,0.13028398400102514,0,50,0.07,0.03,0.4375,29,0.0,0.5576923076923077
17,205.89999999999998,2,0.12976336920095705,1,50,0.07,0.03,0.47058823529411764,3,0.0,1.5
18,340.80000000000007,104,0.10537277248282848,1,50,0.07,0.03,0.5,105,0.009523809523809525,2.019230769230769
19,-78.19999999999993,85,0.08888416899701933,0,50,0.07,0.03,0.47368421052631576,85,0.011764705882352941,2.073170731707317
20,-78.64999999999995,114,0.07074668962539839,0,50,0.07,0.03,0.45,114,0.0,4.222222222222222
21,-312.8500000000001,278,0.05,0,50,0.07,0.03,0.42857142857142855,278,0.014388489208633094,14.631578947368421
22,350.8000000000002,104,0.05,1,50,0.07,0.03,0.45454545454545453,105,0.0,2.019230769230769
23,-180.400000000003,728,0.05,1,50,0.07,0.03,0.4782608695652174,729,0.06858710562414266,14.01923076923077
24,295.50000000000057,210,0.05,1,50,0.07,0.03,0.5,211,0.023696682464454975,4.0576923076923075
25,-206.94999999999914,400,0.05,0,50,0.07,0.03,0.48,400,0.0,21.05263157894737
26,-46.84999999999983,78,0.05,0,50,0.07,0.03,0.46153846153846156,78,0.0,1.5
27,-37.99999999999847,1000,0.05,0,50,0.07,0.03,0.4444444444444444,1001,0.0,52.68421052631579
28,205.89999999999998,2,0.05,1,50,0.07,0.03,0.4642857142857143,3,0.0,1.5
29,276.4500000000002,91,0.05,1,50,0.07,0.03,0.4827586206896552,92,0.0,3.4074074074074074
30,201.19999999999993,96,0.05,1,50,0.07,0.03,0.5,97,0.0,48.5
31,330.6000000000008,308,0.05,1,50,0.07,0.03,0.5161290322580645,309,0.003236245954692557,5.9423076923076925
32,-18.000000000000192,1000,0.05,0,50,0.07,0.03,0.5,1001,0.000999000999000999,52.68421052631579
33,277.75000000000006,65,0.05,1,50,0.07,0.03,0.5151515151515151,66,0.0,2.4444444444444446
34,-15.249999999999574,166,0.05,0,50,0.07,0.03,0.5,166,0.0,3.1923076923076925
35,198.89999999999998,142,0.05,1,50,0.07,0.03,0.5142857142857142,143,0.0,71.5
36,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5277777777777778,3,0.0,1.5
37,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5405405405405406,3,0.0,1.5
38,-74.4499999999996,190,0.05,0,50,0.07,0.03,0.5263157894736842,190,0.005263157894736842,5.135135135135135
39,278.95000000000243,881,0.05,1,50,0.07,0.03,0.5384615384615384,882,0.0,21.51219512195122
40,-62.149999999999864,104,0.05,0,50,0.07,0.03,0.525,104,0.019230769230769232,2.0
41,197.5999999999999,168,0.05,1,50,0.07,0.03,0.5365853658536586,169,0.0,84.5
42,200.79999999999995,104,0.05,1,50,0.07,0.03,0.5476190476190477,105,0.0,52.5
43,15.800000000000196,85,0.05,0,50,0.07,0.03,0.5348837209302325,85,0.0,2.073170731707317
44,-57.74999999999988,56,0.05,0,50,0.07,0.03,0.5227272727272727,56,0.0,1.5135135135135136
45,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5333333333333333,3,0.0,1.5
46,314.7500000000004,165,0.05,1,50,0.07,0.03,0.5434782608695652,166,0.0,4.048780487804878
47,226.34999999999977,493,0.05,1,50,0.07,0.03,0.5531914893617021,494,0.0,29.058823529411764
48,-70.44999999999993,70,0.05,0,50,0.07,0.03,0.5416666666666666,70,0.0,2.5925925925925926
49,-39.64999999999853,534,0.05,0,50,0.07,0.03,0.5306122448979592,534,0.0,13.024390243902438
50,-44.69999999999807,695,0.05,0,50,0.07,0.03,0.52,695,0.0,16.951219512195124
51,297.70000000000016,86,0.05,1,50,0.07,0.03,0.5294117647058824,87,0.0,2.5588235294117645
52,314.65000000000043,167,0.05,1,50,0.07,0.03,0.5384615384615384,168,0.0,4.097560975609756
53,299.9000000000001,42,0.05,1,50,0.07,0.03,0.5471698113207547,43,0.0,1.2647058823529411
54,-108.6,253,0.05,0,50,0.07,0.03,0.5370370370370371,253,0.007905138339920948,11.0
55,-75.30000000000015,387,0.05,0,50,0.07,0.03,0.5272727272727272,387,0.002583979328165375,11.057142857142857
56,-178.65000000000012,314,0.05,0,50,0.07,0.03,0.5178571428571429,314,0.009554140127388535,16.526315789473685
57,-67.54999999999797,732,0.05,0,50,0.07,0.03,0.5087719298245614,732,0.0,17.853658536585368
58,-92.95000000000006,120,0.05,0,50,0.07,0.03,0.5,120,0.016666666666666666,6.315789473684211
59,-142.39999999999998,849,0.05,0,50,0.07,0.03,0.4915254237288136,849,0.0,49.94117647058823
60,-172.39999999999998,49,0.05,0,50,0.07,0.03,0.48333333333333334,49,0.02040816326530612,2.227272727272727
61,-154.3499999999995,268,0.05,0,50,0.07,0.03,0.47540983606557374,268,0.007462686567164179,9.925925925925926
62,-19.54999999999967,132,0.05,0,50,0.07,0.03,0.46774193548387094,132,0.0,2.5384615384615383
63,27.34999999999505,593,0.05,1,50,0.07,0.03,0.47619047619047616,594,0.03367003367003367,31.263157894736842
64,237.50000000000068,570,0.05,1,50,0.07,0.03,0.484375,571,0.0,25.954545454545453
65,214.74999999999974,725,0.05,1,50,0.07,0.03,0.49230769230769234,726,0.0,42.705882352941174
66,-227.3499999999999,528,0.05,0,50,0.07,0.03,0.48484848484848486,528,0.032196969696969696,15.085714285714285
67,232.8500000000002,363,0.05,1,50,0.07,0.03,0.4925373134328358,364,0.0,21.41176470588235
68,238.1500000000001,257,0.05,1,50,0.07,0.03,0.5,258,0.0,15.176470588235293
69,257.90000000000134,482,0.05,1,50,0.07,0.03,0.5072463768115942,483,0.004140786749482402,14.205882352941176
70,296.80000000000024,104,0.05,1,50,0.07,0.03,0.5142857142857142,105,0.0,3.088235294117647
71,-134.70000000000005,95,0.05,0,50,0.07,0.03,0.5070422535211268,95,0.0,5.0
72,288.7000000000005,186,0.05,1,50,0.07,0.03,0.5138888888888888,187,0.0053475935828877,5.194444444444445
73,238.94999999999982,241,0.05,1,50,0.07,0.03,0.5205479452054794,242,0.0,14.235294117647058
74,205.79999999999998,4,0.05,1,50,0.07,0.03,0.527027027027027,5,0.0,2.5
75,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5333333333333333,3,0.0,1.5
76,274.9500000000021,761,0.05,1,50,0.07,0.03,0.5394736842105263,762,0.0013123359580052493,18.585365853658537
77,-77.05000000000003,202,0.05,0,50,0.07,0.03,0.5324675324675324,202,0.0,7.481481481481482
78,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5384615384615384,3,0.0,1.5
79,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5443037974683544,3,0.0,1.5
80,311.95000000000056,221,0.05,1,50,0.07,0.03,0.55,222,0.0,5.414634146341464
81,22.00000000000118,1000,0.05,0,50,0.07,0.03,0.5432098765432098,1001,0.0,37.074074074074076
82,36.0000000000028,1000,0.05,0,50,0.07,0.03,0.5365853658536586,1001,0.000999000999000999,27.054054054054053
83,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5421686746987951,3,0.0,1.5
84,-92.19999999999979,165,0.05,0,50,0.07,0.03,0.5357142857142857,165,0.030303030303030304,3.173076923076923
85,-12.000000000000075,1000,0.05,0,50,0.07,0.03,0.5294117647058824,1001,0.000999000999000999,52.68421052631579
86,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5348837209302325,3,0.0,1.5
87,219.74999999999974,345,0.05,1,50,0.07,0.03,0.5402298850574713,346,0.005780346820809248,18.210526315789473
88,-107.09999999999948,583,0.05,0,50,0.07,0.03,0.5340909090909091,583,0.003430531732418525,30.68421052631579
89,242.45000000000033,171,0.05,1,50,0.07,0.03,0.5393258426966292,172,0.0,10.117647058823529
90,-103.19999999999999,65,0.05,0,50,0.07,0.03,0.5333333333333333,65,0.0,4.333333333333333
91,-63.94999999999991,100,0.05,0,50,0.07,0.03,0.5274725274725275,100,0.01,2.7027027027027026
92,203.2,56,0.05,1,50,0.07,0.03,0.532608695652174,57,0.0,28.5
93,-81.64999999999996,54,0.05,0,50,0.07,0.03,0.5268817204301075,54,0.0,2.8421052631578947
94,249.65000000000003,27,0.05,1,50,0.07,0.03,0.5319148936170213,28,0.0,1.6470588235294117
95,243.64999999999992,427,0.05,1,50,0.07,0.03,0.5368421052631579,428,0.009345794392523364,12.228571428571428
96,335.49999999999545,450,0.05,1,50,0.07,0.03,0.5416666666666666,451,0.0022172949002217295,8.053571428571429
97,250.15,17,0.05,1,50,0.07,0.03,0.5463917525773195,18,0.0,1.0588235294117647
98,272.15000000000043,177,0.05,1,50,0.07,0.03,0.5510204081632653,178,0.0,6.592592592592593
99,247.85000000000048,183,0.05,1,50,0.07,0.03,0.5555555555555556,184,0.0,9.68421052631579
100,-71.50000000000001,31,0.05,0,50,0.07,0.03,0.55,31,0.0,0.5166666666666667
101,-85.9000000000002,319,0.05,0,50,0.07,0.03,0.5445544554455446,319,0.0,5.316666666666666
102,-84.0500000000002,342,0.05,0,50,0.07,0.03,0.5392156862745098,342,0.0,12.666666666666666
103,-18.000000000000075,1000,0.05,0,50,0.07,0.03,0.5339805825242718,1001,0.000999000999000999,24.414634146341463
104,178.95000000000007,961,0.05,1,50,0.07,0.03,0.5384615384615384,962,0.0031185031185031187,50.63157894736842
105,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5428571428571428,3,0.0,1.5
106,205.7,6,0.05,1,50,0.07,0.03,0.5471698113207547,7,0.0,3.5
107,34.29999999999907,235,0.05,0,50,0.07,0.03,0.5420560747663551,235,0.00425531914893617,3.9166666666666665
108,204.0,40,0.05,1,50,0.07,0.03,0.5462962962962963,41,0.0,20.5
109,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5504587155963303,3,0.0,1.5
110,-34.70000000000002,95,0.05,0,50,0.07,0.03,0.5454545454545454,95,0.021052631578947368,1.6964285714285714
111,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5495495495495496,3,0.0,1.5
112,-100.3,7,0.05,0,50,0.07,0.03,0.5446428571428571,7,0.0,0.30434782608695654
113,268.50000000000045,190,0.05,1,50,0.07,0.03,0.5486725663716814,191,0.015706806282722512,5.305555555555555
114,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5526315789473685,3,0.0,1.5
115,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5565217391304348,3,0.0,1.5
116,280.15,257,0.05,1,50,0.07,0.03,0.5603448275862069,258,0.011627906976744186,6.2926829268292686
117,-36.000000000000206,1000,0.05,0,50,0.07,0.03,0.5555555555555556,1001,0.003996003996003996,45.5
118,-106.84999999999992,918,0.05,0,50,0.07,0.03,0.5508474576271186,918,0.0,14.123076923076923
119,156.60000000000127,988,0.05,1,50,0.07,0.03,0.5546218487394958,989,0.0,494.5
120,303.70000000000016,86,0.05,1,50,0.07,0.03,0.5583333333333333,87,0.0,2.4166666666666665
121,-66.65000000000006,114,0.05,0,50,0.07,0.03,0.5537190082644629,114,0.0,2.6511627906976742
122,294.90000000000055,262,0.05,1,50,0.07,0.03,0.5573770491803278,263,0.0,7.305555555555555
123,53.40000000000015,413,0.05,0,50,0.07,0.03,0.5528455284552846,413,0.0,6.883333333333334
124,48.00000000000131,1000,0.05,0,50,0.07,0.03,0.5483870967741935,1001,0.003996003996003996,19.25
125,2.000000000001725,1000,0.05,0,50,0.07,0.03,0.544,1001,0.004995004995004995,23.27906976744186
126,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5476190476190477,3,0.0,1.5
127,-116.15000000000009,264,0.05,0,50,0.07,0.03,0.5433070866141733,264,0.0,17.6
128,-154.29999999999998,127,0.05,0,50,0.07,0.03,0.5390625,127,0.0,2.8222222222222224
129,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5426356589147286,3,0.0,1.5
130,-8.000000000000068,1000,0.05,0,50,0.07,0.03,0.5384615384615384,1001,0.0,58.88235294117647
131,-12.000000000000107,1000,0.05,0,50,0.07,0.03,0.5343511450381679,1001,0.000999000999000999,55.611111111111114
132,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5378787878787878,3,0.0,1.5
133,46.00000000000263,1000,0.05,0,50,0.07,0.03,0.5338345864661654,1001,0.0,29.441176470588236
134,-108.39999999999999,49,0.05,0,50,0.07,0.03,0.5298507462686567,49,0.0,0.8909090909090909
135,265.9500000000003,181,0.05,1,50,0.07,0.03,0.5333333333333333,182,0.0,7.28
136,-90.00000000000003,41,0.05,0,50,0.07,0.03,0.5294117647058824,41,0.0,1.2424242424242424
137,-59.99999999999936,1000,0.05,0,50,0.07,0.03,0.5255474452554745,1001,0.000999000999000999,250.25
138,237.65000000000023,867,0.05,1,50,0.07,0.03,0.5289855072463768,868,0.0,32.148148148148145
139,-116.15,24,0.05,0,50,0.07,0.03,0.5251798561151079,24,0.0,0.6857142857142857
140,-449.15000000000055,404,0.05,0,50,0.07,0.03,0.5214285714285715,404,0.09405940594059406,6.2153846153846155
141,258.1000000000009,678,0.05,1,50,0.07,0.03,0.524822695035461,679,0.0014727540500736377,19.970588235294116
142,-91.79999999999998,77,0.05,0,50,0.07,0.03,0.5211267605633803,77,0.0,4.529411764705882
143,-116.5,331,0.05,0,50,0.07,0.03,0.5174825174825175,331,0.0,22.066666666666666
144,-177.69999999999925,395,0.05,0,50,0.07,0.03,0.5138888888888888,395,0.002531645569620253,10.972222222222221
145,-24.549999999999386,232,0.05,0,50,0.07,0.03,0.5103448275862069,232,0.004310344827586207,6.27027027027027
146,34.00000000000234,1000,0.05,0,50,0.07,0.03,0.5068493150684932,1001,0.0,29.441176470588236
147,-112.25000000000006,186,0.05,0,50,0.07,0.03,0.5034013605442177,186,0.0,12.4
148,270.7500000000005,205,0.05,1,50,0.07,0.03,0.5067567567567568,206,0.0,7.62962962962963
149,256.8500000000005,363,0.05,1,50,0.07,0.03,0.5100671140939598,364,0.008241758241758242,10.4
150,331.20000000000016,536,0.05,1,50,0.07,0.03,0.5133333333333333,537,0.00186219739292365,9.589285714285714
151,263.50000000000006,50,0.05,1,50,0.07,0.03,0.5165562913907285,51,0.0,2.3181818181818183
152,241.25000000000057,275,0.05,1,50,0.07,0.03,0.5197368421052632,276,0.007246376811594203,11.04
153,-5.799999999999599,157,0.05,0,50,0.07,0.03,0.5163398692810458,157,0.0,4.485714285714286
154,-156.39999999999986,729,0.05,0,50,0.07,0.03,0.512987012987013,729,0.0027434842249657062,20.25
155,324.5500000000004,209,0.05,1,50,0.07,0.03,0.5161290322580645,210,0.0,4.666666666666667
156,234.80000000000038,304,0.05,1,50,0.07,0.03,0.5192307692307693,305,0.003278688524590164,15.25
157,-15.449999999999832,130,0.05,0,50,0.07,0.03,0.5159235668789809,130,0.015384615384615385,2.1666666666666665
158,279.3000000000012,454,0.05,1,50,0.07,0.03,0.5189873417721519,455,0.0,13.382352941176471
159,252.85000000000008,83,0.05,1,50,0.07,0.03,0.5220125786163522,84,0.0,4.421052631578948
160,291.3000000000005,214,0.05,1,50,0.07,0.03,0.525,215,0.0,6.323529411764706
161,-39.5499999999999,52,0.05,0,50,0.07,0.03,0.5217391304347826,52,0.0,1.2093023255813953
162,262.5500000000001,369,0.05,1,50,0.07,0.03,0.5246913580246914,370,0.008108108108108109,10.0
163,-907.9999999999802,1000,0.05,0,50,0.07,0.03,0.5214723926380368,1001,0.0989010989010989,18.2
164,205.94999999999976,421,0.05,1,50,0.07,0.03,0.524390243902439,422,0.0071090047393364926,22.210526315789473
165,-83.84999999999998,98,0.05,0,50,0.07,0.03,0.5212121212121212,98,0.0,1.6333333333333333
166,194.14999999999998,217,0.05,1,50,0.07,0.03,0.5240963855421686,218,0.01834862385321101,14.533333333333333
167,-95.19999999999999,25,0.05,0,50,0.07,0.03,0.5209580838323353,25,0.0,1.0869565217391304
168,-100.14999999999999,64,0.05,0,50,0.07,0.03,0.5178571428571429,64,0.0,1.1636363636363636
169,194.80000000000004,224,0.05,1,50,0.07,0.03,0.5207100591715976,225,0.0,112.5
170,-9.69999999999905,514,0.05,1,50,0.07,0.03,0.5235294117647059,515,0.05436893203883495,16.09375
171,-47.19999999999925,385,0.05,0,50,0.07,0.03,0.52046783625731,385,0.015584415584415584,7.403846153846154
172,225.75000000000009,225,0.05,1,50,0.07,0.03,0.5232558139534884,226,0.008849557522123894,11.894736842105264
173,45.29999999999973,94,0.05,1,50,0.07,0.03,0.5260115606936416,95,0.22105263157894736,4.75
174,284.90000000000055,342,0.05,1,50,0.07,0.03,0.5287356321839081,343,0.0,10.088235294117647
175,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5314285714285715,3,0.0,1.5
176,-66.84999999999978,118,0.05,0,50,0.07,0.03,0.5284090909090909,118,0.0,4.72
177,249.20000000000087,336,0.05,1,50,0.07,0.03,0.5310734463276836,337,0.0,15.318181818181818
178,-101.00000000000011,421,0.05,0,50,0.07,0.03,0.5280898876404494,421,0.030878859857482184,7.517857142857143
179,-74.89999999999988,99,0.05,0,50,0.07,0.03,0.5251396648044693,99,0.0,1.65
180,259.4000000000005,252,0.05,1,50,0.07,0.03,0.5277777777777778,253,0.011857707509881422,7.4411764705882355
181,334.10000000000036,438,0.05,1,50,0.07,0.03,0.5303867403314917,439,0.0,8.442307692307692
182,271.8000000000005,204,0.05,1,50,0.07,0.03,0.532967032967033,205,0.03902439024390244,3.7962962962962963
183,-90.65000000000005,114,0.05,0,50,0.07,0.03,0.5300546448087432,114,0.0,2.0727272727272728
184,-20.599999999999014,453,0.05,0,50,0.07,0.03,0.5271739130434783,453,0.0,10.534883720930232
185,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5297297297297298,3,0.0,1.5
186,259.20000000000005,56,0.05,1,50,0.07,0.03,0.532258064516129,57,0.017543859649122806,2.375
187,299.30000000000007,54,0.05,1,50,0.07,0.03,0.5347593582887701,55,0.0,1.6176470588235294
188,-402.4000000000022,249,0.05,0,50,0.07,0.03,0.5319148936170213,249,0.1285140562248996,7.78125
189,-105.94999999999996,180,0.05,0,50,0.07,0.03,0.5291005291005291,180,0.0,5.294117647058823
190,-49.999999999999446,1000,0.05,0,50,0.07,0.03,0.5263157894736842,1001,0.0,43.52173913043478
191,255.85000000000002,23,0.05,1,50,0.07,0.03,0.5287958115183246,24,0.0,1.263157894736842
192,308.75000000000074,285,0.05,1,50,0.07,0.03,0.53125,286,0.0,6.975609756097561
193,205.70000000000002,126,0.05,1,50,0.07,0.03,0.533678756476684,127,0.0,31.75
194,162.55000000000035,169,0.05,1,50,0.07,0.03,0.5360824742268041,170,0.08235294117647059,4.594594594594595
195,-60.8,57,0.05,0,50,0.07,0.03,0.5333333333333333,57,0.10526315789473684,1.6285714285714286
196,344.60000000000025,148,0.05,1,50,0.07,0.03,0.5357142857142857,149,0.006711409395973154,2.759259259259259
197,284.65000000000015,87,0.05,1,50,0.07,0.03,0.5380710659898477,88,0.011363636363636364,2.6666666666666665
198,-7.149999999999693,124,0.05,0,50,0.07,0.03,0.5353535353535354,124,0.0,3.5428571428571427
199,331.35000000000014,73,0.05,1,50,0.07,0.03,0.5376884422110553,74,0.0,1.6444444444444444
200,205.89999999999998,2,0.05,1,50,0.07,0.03,0.54,3,0.0,1.5
201,302.8500000000001,43,0.05,1,50,0.07,0.03,0.5422885572139303,44,0.0,1.2571428571428571
202,254.4500000000001,51,0.05,1,50,0.07,0.03,0.5445544554455446,52,0.0,2.736842105263158
203,245.950000000001,381,0.05,1,50,0.07,0.03,0.5467980295566502,382,0.002617801047120419,15.28
204,-58.24999999999956,186,0.05,0,50,0.07,0.03,0.5441176470588235,186,0.0,7.44
205,109.85000000000056,503,0.05,1,50,0.07,0.03,0.5463414634146342,504,0.021825396825396824,33.6
206,248.8500000000004,163,0.05,1,50,0.07,0.03,0.5485436893203883,164,0.0,8.631578947368421
207,246.25000000000057,215,0.05,1,50,0.07,0.03,0.5507246376811594,216,0.0,11.368421052631579
208,26.000000000001858,1000,0.05,0,50,0.07,0.03,0.5480769230769231,1001,0.001998001998001998,27.054054054054053
209,1.3500000000001648,74,0.05,0,50,0.07,0.03,0.5454545454545454,74,0.0,1.2333333333333334
210,260.4500000000008,291,0.05,1,50,0.07,0.03,0.5476190476190477,292,0.0,11.68
211,250.5500000000003,129,0.05,1,50,0.07,0.03,0.5497630331753555,130,0.0,6.842105263157895
212,247.45000000000005,71,0.05,1,50,0.07,0.03,0.5518867924528302,72,0.0,4.235294117647059
213,251.25000000000026,115,0.05,1,50,0.07,0.03,0.5539906103286385,116,0.0,6.105263157894737
214,-106.75000000000001,316,0.05,0,50,0.07,0.03,0.5514018691588785,316,0.00949367088607595,7.348837209302325
215,248.55,49,0.05,1,50,0.07,0.03,0.5534883720930233,50,0.0,2.9411764705882355
216,-42.449999999998454,590,0.05,0,50,0.07,0.03,0.5509259259259259,590,0.0,14.390243902439025
217,-1497.2999999999824,586,0.05,1,50,0.07,0.03,0.5529953917050692,587,0.28620102214650767,146.75
218,-84.14999999999992,104,0.05,0,50,0.07,0.03,0.5504587155963303,104,0.0,1.7333333333333334
219,-108.14999999999999,104,0.05,0,50,0.07,0.03,0.547945205479452,104,0.0,2.888888888888889
220,-100.1499999999998,344,0.05,0,50,0.07,0.03,0.5454545454545454,344,0.020348837209302327,6.37037037037037
221,-92.05000000000001,22,0.05,0,50,0.07,0.03,0.5429864253393665,22,0.0,0.6666666666666666
222,-51.99999999999896,1000,0.05,0,50,0.07,0.03,0.5405405405405406,1001,0.013986013986013986,18.2
223,230.9499999999999,281,0.05,1,50,0.07,0.03,0.5426008968609866,282,0.010638297872340425,11.28
224,270.5,30,0.05,1,50,0.07,0.03,0.5446428571428571,31,0.0,1.2916666666666667
225,205.89999999999998,2,0.05,1,50,0.07,0.03,0.5466666666666666,3,0.0,1.5
226,-96.1,163,0.05,0,50,0.07,0.03,0.5442477876106194,163,0.0,4.9393939393939394
