x,y
2,14
2,13
2,12
2,13
2,12
2,13
2,12
2,13
2,12
2,13
2,12
2,13
2,12
2,13
2,12
2,13
2,12
3,12
3,13
3,14
4,14
4,13
4,12
4,13
4,12
3,12
3,13
3,14
4,14
3,14
3,15
3,14
4,14
4,15
4,16
5,16
6,16
7,16
7,17
7,18
7,19
7,20
7,21
7,22
7,23
6,23
6,22
7,22
8,22
9,22
10,22
11,22
12,22
13,22
13,23
14,23
14,24
15,24
16,24
17,24
18,24
19,24
19,25
19,26
19,27
20,27
21,27
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
21,27
22,27
21,27
22,27
21,27
22,27
21,27
22,27
21,27
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
22,28
22,27
23,27
23,28
24,28
24,29
25,29
26,29
27,29
28,29
29,29
30,29
31,29
32,29
32,30
32,31
32,32
33,32
34,32
35,32
36,32
36,33
36,34
36,35
37,35
37,36
37,37
37,38
37,39
37,40
37,41
37,42
37,43
38,43
38,44
39,44
40,44
40,45
