x,y
13,8
13,9
13,10
13,11
13,12
13,13
13,14
13,15
14,15
14,16
15,16
15,17
15,18
15,19
15,20
16,20
17,20
16,20
17,20
16,20
17,20
16,20
17,20
18,20
19,20
20,20
21,20
20,20
21,20
22,20
23,20
24,20
25,20
26,20
26,21
27,21
28,21
29,21
29,22
30,22
31,22
31,21
31,22
32,22
33,22
33,23
33,24
33,25
33,26
33,27
33,28
33,29
33,30
34,30
35,30
36,30
37,30
38,30
38,31
38,32
38,33
39,33
40,33
40,34
40,35
41,35
41,36
41,37
41,38
42,38
42,37
43,37
44,37
44,38
44,39
43,39
44,39
43,39
44,39
43,39
44,39
43,39
44,39
43,39
44,39
44,40
45,40
44,40
45,40
44,40
45,40
44,40
44,39
44,40
44,39
44,40
45,40
44,40
45,40
44,40
45,40
44,40
45,40
44,40
45,40
44,40
45,40
44,40
44,39
43,39
44,39
43,39
44,39
43,39
44,39
43,39
44,39
43,39
44,39
45,39
44,39
45,39
44,39
45,39
45,40
44,40
45,40
45,39
45,40
44,40
45,40
44,40
45,40
46,40
46,41
46,42
46,43
46,44
46,45
46,46
46,47
46,48
46,49
47,49
46,49
45,49
44,49
43,49
42,49
41,49
42,49
43,49
44,49
44,48
