x,y
14,35
14,34
14,33
14,32
15,32
16,32
17,32
17,31
16,31
17,31
16,31
17,31
16,31
17,31
17,30
17,31
16,31
17,31
16,31
15,31
15,32
16,32
17,32
18,32
19,32
20,32
21,32
22,32
23,32
24,32
24,31
24,30
24,29
24,30
24,29
24,28
25,28
24,28
25,28
25,27
25,26
25,25
25,24
25,23
25,22
25,21
25,20
25,19
25,18
25,17
25,16
26,16
26,15
26,16
26,15
26,14
26,15
26,14
26,15
26,14
26,15
26,14
26,15
26,16
26,15
26,16
26,15
26,14
26,15
26,14
26,15
26,14
26,15
26,14
26,15
26,16
26,15
26,16
26,15
26,16
26,15
26,16
26,15
26,16
26,15
26,16
26,15
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
26,16
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,17
27,16
27,15
27,16
27,15
27,16
28,16
28,17
27,17
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,17
27,16
27,17
27,16
28,16
28,17
27,17
27,16
27,17
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,17
27,16
27,17
27,16
27,15
27,16
27,15
27,16
27,15
27,16
28,16
28,17
27,17
27,16
27,15
27,16
27,15
27,16
27,15
27,16
27,15
27,14
27,15
27,16
27,15
27,14
27,15
27,16
27,17
27,16
27,17
27,16
28,16
29,16
29,15
30,15
31,15
31,16
31,17
31,16
31,17
31,16
31,17
32,17
33,17
34,17
35,17
35,18
36,18
36,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
37,17
38,17
38,16
39,16
40,16
40,17
41,17
42,17
42,16
43,16
44,16
45,16
46,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
47,17
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
46,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
48,16
47,16
