x,y
45,31
45,30
45,29
45,28
44,28
43,28
43,27
43,26
43,25
42,25
41,25
40,25
40,24
39,24
38,24
37,24
37,23
37,22
37,21
37,20
37,19
37,18
36,18
36,17
36,16
36,15
36,14
36,13
36,12
36,11
35,11
35,10
34,10
33,10
33,9
33,8
32,8
32,7
31,7
31,6
30,6
30,5
30,4
30,3
30,2
30,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
30,1
31,1
31,0
32,0
33,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
33,0
34,0
35,0
34,0
35,0
34,0
35,0
34,0
33,0
34,0
33,0
34,0
33,0
34,0
33,0
34,0
35,0
34,0
35,0
34,0
33,0
32,0
33,0
32,0
31,0
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
32,1
31,1
31,2
32,2
33,2
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,2
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
33,3
33,4
32,4
