episode,total_reward,steps,epsilon,success,grid_size,obstacle_ratio_max,blind_ratio,success_rate,path_len,blind_step_ratio,shortest_path_ratio,loss
1,-147.64999999999998,114,0.9029373243680279,0,50,0.1,0.05,0.0,114,0.02631578947368421,10.363636363636363,0.0
2,-200,155,0.6620510904222189,0,50,0.1,0.05,0.0,155,0.04516129032258064,14.090909090909092,0.0
3,-181.84999999999997,78,0.5663354216954061,0,50,0.1,0.05,0.0,78,0.0641025641025641,7.090909090909091,0.0
4,-148.54999999999998,12,0.5528918918467582,0,50,0.1,0.05,0.0,12,0.16666666666666666,1.0909090909090908,0.0
5,-125.30000000000001,27,0.5237992060670532,0,50,0.1,0.05,0.0,27,0.0,0.6428571428571429,0.0
6,-126.99999999999973,300,0.28729444055963155,0,50,0.1,0.05,0.0,301,0.026578073089700997,27.363636363636363,0.0
7,-3.0000000000000338,300,0.1575758317699812,0,50,0.1,0.05,0.0,301,0.006644518272425249,27.363636363636363,0.0
8,134.99999999999923,300,0.08642750868980917,0,50,0.1,0.05,0.0,301,0.0033222591362126247,7.166666666666667,0.0
9,662.6999999999998,106,0.06990196284876643,1,50,0.1,0.05,0.1111111111111111,107,0.0,2.5476190476190474,0.0
10,665.0999999999999,58,0.06223873622268715,1,50,0.1,0.05,0.2,59,0.0,1.4047619047619047,7.290207386016846
11,-12.549999999999784,92,0.051769093936783944,0,50,0.1,0.05,0.18181818181818182,92,0.0,2.1904761904761907,0.0
12,622.7000000000003,106,0.05,1,50,0.1,0.05,0.25,107,0.037383177570093455,2.5476190476190474,0.0
13,-8.049999999999883,82,0.05,0,50,0.1,0.05,0.23076923076923078,82,0.024390243902439025,1.9523809523809523,0.0
14,645.3,54,0.05,1,50,0.1,0.05,0.2857142857142857,55,0.03636363636363636,1.3095238095238095,0.0
15,645.5,50,0.05,1,50,0.1,0.05,0.3333333333333333,51,0.0392156862745098,1.2142857142857142,4544.6884765625
16,-37.29999999999997,27,0.05,0,50,0.1,0.05,0.3125,27,0.0,0.6923076923076923,0.0
17,-79.34999999999977,148,0.05,0,50,0.1,0.05,0.29411764705882354,148,0.02702702702702703,3.5238095238095237,0.0
18,-200,223,0.05,0,50,0.1,0.05,0.2777777777777778,223,0.053811659192825115,20.272727272727273,0.0
19,-66.99999999999922,300,0.05,0,50,0.1,0.05,0.2631578947368421,301,0.006644518272425249,27.363636363636363,0.0
20,-70.99999999999942,300,0.05,0,50,0.1,0.05,0.25,301,0.013289036544850499,27.363636363636363,17.13382339477539
21,-37.09999999999997,23,0.05,0,50,0.1,0.05,0.23809523809523808,23,0.0,0.5897435897435898,0.0
22,-36.69999999999979,95,0.05,0,50,0.1,0.05,0.22727272727272727,95,0.021052631578947368,2.261904761904762,0.0
23,-42.99999999999957,300,0.05,0,50,0.1,0.05,0.21739130434782608,301,0.006644518272425249,27.363636363636363,0.0
24,10.99999999999984,300,0.05,0,50,0.1,0.05,0.20833333333333334,301,0.009966777408637873,7.166666666666667,0.0
25,632.2000000000003,116,0.05,1,50,0.1,0.05,0.24,117,0.02564102564102564,2.7857142857142856,3674.73974609375
26,-102.8,57,0.05,0,50,0.1,0.05,0.23076923076923078,57,0.0,1.4615384615384615,0.0
27,-33.000000000000085,300,0.05,0,50,0.1,0.05,0.2222222222222222,301,0.0033222591362126247,27.363636363636363,0.0
28,531.45,91,0.05,1,50,0.1,0.05,0.25,92,0.13043478260869565,2.358974358974359,0.0
29,-37.00000000000003,300,0.05,0,50,0.1,0.05,0.2413793103448276,301,0.009966777408637873,7.717948717948718,0.0
30,-67.09999999999965,143,0.05,0,50,0.1,0.05,0.23333333333333334,143,0.0,4.085714285714285,47.96266555786133
31,-52.99999999999952,300,0.05,0,50,0.1,0.05,0.22580645161290322,301,0.009966777408637873,27.363636363636363,0.0
32,-23.000000000000174,300,0.05,0,50,0.1,0.05,0.21875,301,0.0,27.363636363636363,0.0
33,-49.00000000000014,300,0.05,0,50,0.1,0.05,0.21212121212121213,301,0.016611295681063124,5.574074074074074,0.0
34,-7.0000000000000435,300,0.05,0,50,0.1,0.05,0.20588235294117646,301,0.0,27.363636363636363,0.0
35,-46.99999999999935,300,0.05,0,50,0.1,0.05,0.2,301,0.013289036544850499,11.148148148148149,2663.694580078125
36,-15.000000000000203,300,0.05,0,50,0.1,0.05,0.19444444444444445,301,0.0,27.363636363636363,0.0
37,41.000000000000824,300,0.05,0,50,0.1,0.05,0.1891891891891892,301,0.0,7.166666666666667,0.0
38,651.3500000000001,93,0.05,1,50,0.1,0.05,0.21052631578947367,94,0.0,2.41025641025641,0.0
39,-140.00000000000003,121,0.05,0,50,0.1,0.05,0.20512820512820512,121,0.008264462809917356,3.4571428571428573,0.0
40,53.00000000000064,300,0.05,0,50,0.1,0.05,0.2,301,0.006644518272425249,7.717948717948718,63.504878997802734
41,-23.00000000000012,300,0.05,0,50,0.1,0.05,0.1951219512195122,301,0.0,27.363636363636363,0.0
42,-200,300,0.05,0,50,0.1,0.05,0.19047619047619047,301,0.15282392026578073,5.574074074074074,0.0
43,33.0000000000006,300,0.05,0,50,0.1,0.05,0.18604651162790697,301,0.0,8.6,0.0
44,25.00000000000049,300,0.05,0,50,0.1,0.05,0.18181818181818182,301,0.03986710963455149,7.166666666666667,0.0
45,41.000000000000654,300,0.05,0,50,0.1,0.05,0.17777777777777778,301,0.0,7.166666666666667,43.89299774169922
46,31.000000000000426,300,0.05,0,50,0.1,0.05,0.17391304347826086,301,0.0033222591362126247,5.574074074074074,0.0
47,-37.999999999999986,41,0.05,0,50,0.1,0.05,0.1702127659574468,41,0.0,1.0512820512820513,0.0
48,1.0000000000000524,300,0.05,0,50,0.1,0.05,0.16666666666666666,301,0.0,27.363636363636363,0.0
49,41.000000000000725,300,0.05,0,50,0.1,0.05,0.16326530612244897,301,0.0,7.717948717948718,0.0
50,-6.999999999999969,300,0.05,0,50,0.1,0.05,0.16,301,0.0,25.083333333333332,5406.4833984375
51,31.000000000000277,300,0.05,0,50,0.1,0.05,0.1568627450980392,301,0.0033222591362126247,11.148148148148149,0.0
52,33.000000000000554,300,0.05,0,50,0.1,0.05,0.15384615384615385,301,0.0,4.777777777777778,0.0
53,0.999999999999984,300,0.05,0,50,0.1,0.05,0.1509433962264151,301,0.0,25.083333333333332,0.0
54,12.999999999999904,300,0.05,0,50,0.1,0.05,0.14814814814814814,301,0.006644518272425249,7.717948717948718,0.0
55,16.999999999999822,300,0.05,0,50,0.1,0.05,0.14545454545454545,301,0.0,4.777777777777778,4458.23779296875
56,8.999999999999941,300,0.05,0,50,0.1,0.05,0.14285714285714285,301,0.0,4.777777777777778,0.0
