x,y
22,13
22,12
22,13
22,12
22,13
22,12
22,13
22,12
22,13
22,12
22,13
22,12
22,13
21,13
20,13
20,12
21,12
21,13
20,13
20,12
20,11
19,11
19,10
18,10
18,9
17,9
18,9
17,9
18,9
17,9
18,9
17,9
18,9
17,9
18,9
17,9
18,9
17,9
18,9
17,9
18,9
18,10
18,9
18,8
18,9
18,10
18,9
18,10
17,10
18,10
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
17,11
18,11
18,12
18,13
18,14
18,13
18,14
18,13
17,13
16,13
16,14
16,15
15,15
14,15
13,15
13,16
12,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
10,15
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
10,15
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
10,16
11,16
10,16
10,15
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
11,14
11,15
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
10,15
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
10,15
11,15
11,16
10,16
11,16
10,16
11,16
10,16
11,16
11,15
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
11,16
10,16
10,15
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
9,14
10,14
10,15
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
9,15
9,16
