Model,total_reward,success,shortest_path_ratio,blind_step_ratio
A1,449.7866866666665,0.7357333333333332,3.106368994506669,0.011902293614520856
A2,423.3305133333333,0.6957333333333333,3.918525547434169,0.013985012185600752
B1,462.62966666666654,0.7172,3.3276241731079317,0.007864341820042533
B2,499.51210666666645,0.7684,3.5061192940170525,0.00998441516570082
