x,y
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,5
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
21,6
21,7
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,8
20,7
20,6
20,7
20,6
20,7
20,6
20,7
20,6
20,7
19,7
19,6
19,5
19,6
18,6
18,7
18,8
18,9
18,10
18,11
18,12
18,13
18,14
19,14
18,14
19,14
18,14
18,13
18,14
18,13
18,14
18,13
18,14
18,13
18,14
18,13
18,14
19,14
18,14
17,14
16,14
15,14
14,14
14,15
15,15
14,15
15,15
14,15
15,15
14,15
15,15
14,15
15,15
14,15
15,15
14,15
14,16
13,16
13,17
13,18
13,19
13,20
13,21
13,22
13,23
13,22
13,21
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
12,22
12,21
13,21
14,21
14,20
14,19
14,20
15,20
15,21
