x,y
21,23
21,22
20,22
19,22
18,22
17,22
16,22
16,21
16,20
16,19
16,18
16,17
15,17
15,16
15,15
16,15
16,14
15,14
15,13
16,13
16,12
16,11
16,10
16,9
16,8
16,7
15,7
14,7
13,7
12,7
12,8
13,8
14,8
14,7
13,7
12,7
12,8
13,8
14,8
14,7
13,7
12,7
12,8
12,7
12,8
12,9
13,9
14,9
15,9
15,8
15,7
14,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
12,8
12,9
13,9
14,9
15,9
15,8
15,7
14,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
11,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
13,7
12,7
