x,y
29,20
29,21
28,21
27,21
27,22
26,22
25,22
24,22
23,22
22,22
21,22
21,23
20,23
20,24
20,25
20,26
20,27
19,27
19,28
19,29
19,30
19,31
18,31
18,32
17,32
17,31
17,32
16,32
16,33
16,34
16,35
16,36
17,36
16,36
15,36
15,37
14,37
14,38
14,39
14,40
14,39
14,40
14,39
14,38
14,39
14,38
14,37
14,38
14,37
14,38
14,39
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,40
14,41
14,42
13,42
12,42
12,43
12,42
12,43
12,42
12,43
12,42
12,43
12,42
11,42
11,41
