episode,total_reward,steps,epsilon,success,grid_size,obstacle_ratio_max,blind_ratio,success_rate,path_len,blind_step_ratio,shortest_path_ratio,loss
1,-105.15,4,1.0,0,50,0.1,0.05,0.0,4,0.0,0.08,0.0
2,-95.05,2,1.0,0,50,0.1,0.05,0.0,2,0.0,0.04,0.0
3,-90.60000000000001,13,1.0,0,50,0.1,0.05,0.0,13,0.0,0.26,0.0
4,-106.65,34,1.0,0,50,0.1,0.05,0.0,34,0.0,1.096774193548387,0.0
5,-100,1,1.0,0,50,0.1,0.05,0.0,1,0.0,0.02,0.0
6,-52.29999999999994,247,0.6209674365008767,0,50,0.1,0.05,0.0,247,0.02834008097165992,4.94,0.0
7,-140.94999999999982,120,0.48835291105701434,0,50,0.1,0.05,0.0,120,0.041666666666666664,3.870967741935484,0.0
8,-200,156,0.35735364948773873,0,50,0.1,0.05,0.0,156,0.038461538461538464,6.24,0.0
9,-114.99999999999966,300,0.1960020473921451,0,50,0.1,0.05,0.0,301,0.013289036544850499,11.148148148148149,0.0
10,523.2500000000001,235,0.12244408507902955,1,50,0.1,0.05,0.1,236,0.01694915254237288,10.26086956521739,17.08139991760254
11,35.000000000000426,300,0.0671583777049722,0,50,0.1,0.05,0.09090909090909091,301,0.013289036544850499,12.04,0.0
12,35.000000000000746,300,0.05,0,50,0.1,0.05,0.08333333333333333,301,0.0,9.709677419354838,0.0
13,600.9500000000007,281,0.05,1,50,0.1,0.05,0.15384615384615385,282,0.0,12.26086956521739,0.0
14,12.25000000000064,256,0.05,0,50,0.1,0.05,0.14285714285714285,256,0.0,9.481481481481481,0.0
15,-30.69999999999999,15,0.05,0,50,0.1,0.05,0.13333333333333333,15,0.0,0.4838709677419355,3918.6767578125
16,627.4500000000004,151,0.05,1,50,0.1,0.05,0.1875,152,0.0,5.62962962962963,0.0
17,615.1500000000005,197,0.05,1,50,0.1,0.05,0.23529411764705882,198,0.005050505050505051,7.92,0.0
18,11.150000000000176,78,0.05,0,50,0.1,0.05,0.2222222222222222,78,0.0,2.888888888888889,0.0
19,719.8999999999982,202,0.05,1,50,0.1,0.05,0.2631578947368421,203,0.0049261083743842365,4.06,0.0
20,-84.99999999999922,300,0.05,0,50,0.1,0.05,0.25,301,0.026578073089700997,11.148148148148149,21.84548568725586
21,35.00000000000045,300,0.05,0,50,0.1,0.05,0.23809523809523808,301,0.006644518272425249,11.576923076923077,0.0
22,5.000000000000344,300,0.05,0,50,0.1,0.05,0.22727272727272727,301,0.006644518272425249,11.148148148148149,0.0
23,625.6500000000004,187,0.05,1,50,0.1,0.05,0.2608695652173913,188,0.005319148936170213,6.064516129032258,0.0
24,350.6499999999984,287,0.05,1,50,0.1,0.05,0.2916666666666667,288,0.04861111111111111,11.52,0.0
25,214.99999999999875,300,0.05,0,50,0.1,0.05,0.28,301,0.0,6.02,43.565757751464844
26,876.5499999999986,169,0.05,1,50,0.1,0.05,0.3076923076923077,170,0.0,2.207792207792208,0.0
27,35.00000000000034,300,0.05,0,50,0.1,0.05,0.2962962962962963,301,0.009966777408637873,12.04,0.0
28,45.00000000000038,300,0.05,0,50,0.1,0.05,0.2857142857142857,301,0.009966777408637873,12.04,0.0
29,95.00000000000033,300,0.05,0,50,0.1,0.05,0.27586206896551724,301,0.0,13.08695652173913,0.0
30,87.49999999999977,51,0.05,0,50,0.1,0.05,0.26666666666666666,51,0.0,0.6623376623376623,76.17379760742188
31,718.5999999999979,228,0.05,1,50,0.1,0.05,0.2903225806451613,229,0.004366812227074236,4.58,0.0
32,620.2500000000002,95,0.05,1,50,0.1,0.05,0.3125,96,0.010416666666666666,3.84,0.0
33,35.00000000000081,300,0.05,0,50,0.1,0.05,0.30303030303030304,301,0.006644518272425249,11.576923076923077,0.0
34,45.00000000000067,300,0.05,0,50,0.1,0.05,0.29411764705882354,301,0.0033222591362126247,13.08695652173913,0.0
35,105.00000000000077,300,0.05,0,50,0.1,0.05,0.2857142857142857,301,0.0,11.148148148148149,143.4982147216797
36,602.6500000000007,247,0.05,1,50,0.1,0.05,0.3055555555555556,248,0.004032258064516129,9.185185185185185,0.0
37,53.3999999999989,133,0.05,0,50,0.1,0.05,0.2972972972972973,133,0.0,1.7272727272727273,0.0
38,144.99999999999721,300,0.05,0,50,0.1,0.05,0.2894736842105263,301,0.0033222591362126247,6.02,0.0
39,74.09999999999906,119,0.05,0,50,0.1,0.05,0.28205128205128205,119,0.0,1.9833333333333334,0.0
40,18.150000000000347,138,0.05,0,50,0.1,0.05,0.275,138,0.0,5.111111111111111,233.8440399169922
41,601.5500000000002,69,0.05,1,50,0.1,0.05,0.2926829268292683,70,0.02857142857142857,2.8,0.0
42,516.8,64,0.05,1,50,0.1,0.05,0.30952380952380953,65,0.0,16.25,0.0
43,71.94999999999987,62,0.05,0,50,0.1,0.05,0.3023255813953488,62,0.016129032258064516,0.8051948051948052,0.0
44,357.4500000000003,151,0.05,1,50,0.1,0.05,0.3181818181818182,152,0.09210526315789473,6.08,0.0
45,855.0999999999992,98,0.05,1,50,0.1,0.05,0.3333333333333333,99,0.0,1.375,3829.220703125
46,-18.599999999999554,173,0.05,0,50,0.1,0.05,0.32608695652173914,173,0.005780346820809248,5.580645161290323,0.0
47,174.999999999997,300,0.05,0,50,0.1,0.05,0.3191489361702128,301,0.0,3.909090909090909,0.0
48,105.00000000000077,300,0.05,0,50,0.1,0.05,0.3125,301,0.006644518272425249,8.36111111111111,0.0
49,164.99999999999693,300,0.05,0,50,0.1,0.05,0.30612244897959184,301,0.0,5.016666666666667,0.0
50,603.5500000000004,229,0.05,1,50,0.1,0.05,0.32,230,0.0,10.0,3881.175537109375
51,540.4,192,0.05,1,50,0.1,0.05,0.3333333333333333,193,0.0,19.3,0.0
52,508.0,240,0.05,1,50,0.1,0.05,0.34615384615384615,241,0.0,60.25,0.0
53,-81.54999999999984,132,0.05,0,50,0.1,0.05,0.33962264150943394,132,0.007575757575757576,5.076923076923077,0.0
54,194.99999999999696,300,0.05,0,50,0.1,0.05,0.3333333333333333,301,0.0,6.543478260869565,0.0
55,55.69999999999976,87,0.05,0,50,0.1,0.05,0.32727272727272727,87,0.011494252873563218,1.45,25.622575759887695
56,14.999999999999964,300,0.05,0,50,0.1,0.05,0.32142857142857145,301,0.009966777408637873,12.04,0.0
57,619.3000000000005,214,0.05,1,50,0.1,0.05,0.3333333333333333,215,0.0,8.26923076923077,0.0
58,75.00000000000082,300,0.05,0,50,0.1,0.05,0.3275862068965517,301,0.006644518272425249,9.709677419354838,0.0
59,657.9499999999992,141,0.05,1,50,0.1,0.05,0.3389830508474576,142,0.0,4.303030303030303,0.0
60,14.999999999999897,300,0.05,0,50,0.1,0.05,0.3333333333333333,301,0.0,30.1,3813.618896484375
61,71.05000000000004,80,0.05,0,50,0.1,0.05,0.32786885245901637,80,0.0,1.3333333333333333,0.0
62,85.00000000000082,300,0.05,0,50,0.1,0.05,0.3225806451612903,301,0.0,11.576923076923077,0.0
63,636.4999999999983,270,0.05,1,50,0.1,0.05,0.3333333333333333,271,0.0036900369003690036,7.970588235294118,0.0
64,294.99999999999693,300,0.05,0,50,0.1,0.05,0.328125,301,0.006644518272425249,3.909090909090909,0.0
65,-38.29999999999961,167,0.05,0,50,0.1,0.05,0.3230769230769231,167,0.0,7.590909090909091,3682.23779296875
66,601.3500000000001,73,0.05,1,50,0.1,0.05,0.3333333333333333,74,0.02702702702702703,2.96,0.0
67,14.999999999999947,300,0.05,0,50,0.1,0.05,0.3283582089552239,301,0.0,30.1,0.0
68,134.99999999999764,300,0.05,0,50,0.1,0.05,0.3235294117647059,301,0.0,8.852941176470589,0.0
69,154.99999999999693,300,0.05,0,50,0.1,0.05,0.3188405797101449,301,0.0,8.36111111111111,0.0
70,144.9999999999977,300,0.05,0,50,0.1,0.05,0.3142857142857143,301,0.009966777408637873,4.180555555555555,1673.2724609375
71,549.0,20,0.05,1,50,0.1,0.05,0.323943661971831,21,0.0,2.1,0.0
72,-200,300,0.05,0,50,0.1,0.05,0.3194444444444444,301,0.15946843853820597,11.576923076923077,0.0
73,-175.0000000000014,300,0.05,0,50,0.1,0.05,0.3150684931506849,301,0.03322259136212625,13.681818181818182,0.0
74,519.1,18,0.05,1,50,0.1,0.05,0.32432432432432434,19,0.0,4.75,0.0
75,85.00000000000082,300,0.05,0,50,0.1,0.05,0.32,301,0.0033222591362126247,11.148148148148149,162.0741729736328
76,583.95,21,0.05,1,50,0.1,0.05,0.32894736842105265,22,0.0,1.2941176470588236,0.0
77,659.3500000000001,113,0.05,1,50,0.1,0.05,0.33766233766233766,114,0.0,3.4545454545454546,0.0
78,105.00000000000078,300,0.05,0,50,0.1,0.05,0.3333333333333333,301,0.0,9.121212121212121,0.0
79,95.00000000000082,300,0.05,0,50,0.1,0.05,0.3291139240506329,301,0.0,12.04,0.0
80,184.9999999999975,300,0.05,0,50,0.1,0.05,0.325,301,0.013289036544850499,3.909090909090909,249.530029296875
81,4.999999999999935,300,0.05,0,50,0.1,0.05,0.32098765432098764,301,0.0033222591362126247,11.148148148148149,0.0
82,24.999999999999964,300,0.05,0,50,0.1,0.05,0.3170731707317073,301,0.0033222591362126247,17.705882352941178,0.0
83,55.00000000000081,300,0.05,0,50,0.1,0.05,0.3132530120481928,301,0.0033222591362126247,8.36111111111111,0.0
84,95.0000000000008,300,0.05,0,50,0.1,0.05,0.30952380952380953,301,0.0033222591362126247,9.709677419354838,0.0
85,-4.999999999999855,300,0.05,0,50,0.1,0.05,0.3058823529411765,301,0.013289036544850499,6.543478260869565,4534.33544921875
86,-15.000000000000068,300,0.05,0,50,0.1,0.05,0.3023255813953488,301,0.0,12.04,0.0
87,-25.000000000000057,300,0.05,0,50,0.1,0.05,0.2988505747126437,301,0.0,75.25,0.0
88,-5.000000000000072,300,0.05,0,50,0.1,0.05,0.29545454545454547,301,0.0,6.543478260869565,0.0
89,25.000000000000195,300,0.05,0,50,0.1,0.05,0.29213483146067415,301,0.009966777408637873,11.148148148148149,0.0
90,125.00000000000072,300,0.05,0,50,0.1,0.05,0.28888888888888886,301,0.0,6.543478260869565,5001.88916015625
91,174.9999999999977,300,0.05,0,50,0.1,0.05,0.2857142857142857,301,0.0,6.543478260869565,0.0
92,-200,300,0.05,0,50,0.1,0.05,0.2826086956521739,301,0.09302325581395349,4.180555555555555,0.0
93,516.0,80,0.05,1,50,0.1,0.05,0.2903225806451613,81,0.0,20.25,0.0
94,154.9999999999998,300,0.05,0,50,0.1,0.05,0.2872340425531915,301,0.0033222591362126247,6.543478260869565,0.0
95,513.1,138,0.05,1,50,0.1,0.05,0.29473684210526313,139,0.0,34.75,4724.1474609375
96,15.00000000000033,300,0.05,0,50,0.1,0.05,0.2916666666666667,301,0.0033222591362126247,11.148148148148149,0.0
97,24.9999999999998,300,0.05,0,50,0.1,0.05,0.28865979381443296,301,0.0033222591362126247,14.333333333333334,0.0
98,-30.7499999999998,116,0.05,0,50,0.1,0.05,0.2857142857142857,116,0.0,3.7419354838709675,0.0
99,95.00000000000082,300,0.05,0,50,0.1,0.05,0.2828282828282828,301,0.0,11.148148148148149,0.0
100,547.8000000000001,44,0.05,1,50,0.1,0.05,0.29,45,0.0,4.5,10679.97265625
101,-90.4,9,0.05,0,50,0.1,0.05,0.2871287128712871,9,0.0,0.36,0.0
102,35.00000000000016,300,0.05,0,50,0.1,0.05,0.28431372549019607,301,0.006644518272425249,14.333333333333334,0.0
103,524.05,19,0.05,1,50,0.1,0.05,0.2912621359223301,20,0.0,4.0,0.0
104,35.000000000000824,300,0.05,0,50,0.1,0.05,0.28846153846153844,301,0.0033222591362126247,12.04,0.0
105,-84.99999999999973,300,0.05,0,50,0.1,0.05,0.2857142857142857,301,0.0033222591362126247,60.2,3931.261962890625
106,5.00000000000009,300,0.05,0,50,0.1,0.05,0.2830188679245283,301,0.009966777408637873,10.75,0.0
107,35.00000000000076,300,0.05,0,50,0.1,0.05,0.2803738317757009,301,0.0,11.148148148148149,0.0
108,95.00000000000082,300,0.05,0,50,0.1,0.05,0.2777777777777778,301,0.0,10.75,0.0
109,264.9999999999975,300,0.05,0,50,0.1,0.05,0.27522935779816515,301,0.0033222591362126247,4.180555555555555,0.0
110,-53.64999999999956,174,0.05,0,50,0.1,0.05,0.2727272727272727,174,0.011494252873563218,5.4375,12733.1474609375
111,75.00000000000082,300,0.05,0,50,0.1,0.05,0.2702702702702703,301,0.0,13.08695652173913,0.0
112,-44.999999999999204,300,0.05,0,50,0.1,0.05,0.26785714285714285,301,0.023255813953488372,9.709677419354838,0.0
113,-45.00000000000017,300,0.05,0,50,0.1,0.05,0.26548672566371684,301,0.006644518272425249,17.705882352941178,0.0
114,448.6000000000003,228,0.05,1,50,0.1,0.05,0.2719298245614035,229,0.013100436681222707,57.25,0.0
