x,y
16,23
15,23
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
15,24
15,25
14,25
14,26
14,27
14,28
14,29
15,29
14,29
14,30
14,31
14,32
14,33
13,33
13,34
13,35
13,36
13,37
13,38
13,39
12,39
11,39
10,39
10,40
11,40
11,41
10,41
9,41
9,42
8,42
8,43
8,44
8,45
8,46
8,47
7,47
7,48
6,48
5,48
4,48
3,48
3,47
2,47
1,47
2,47
1,47
2,47
1,47
1,48
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
1,48
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
3,47
2,47
1,47
2,47
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,46
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
1,47
2,47
2,48
2,47
3,47
3,48
2,48
1,48
2,48
2,47
2,48
2,49
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,49
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
1,47
2,47
2,48
2,47
2,48
2,47
2,48
2,47
1,47
2,47
