x,y
16,29
16,30
15,30
15,31
14,31
14,32
14,33
14,34
13,34
12,34
12,35
12,36
12,37
11,37
10,37
10,38
10,39
10,40
9,40
8,40
7,40
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
6,38
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,38
7,39
7,40
6,40
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,43
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
7,41
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
6,42
6,41
