A1-mean,A1-std,A2-mean,A2-std,B1-mean,B1-std,B2-mean,B2-std
0.014786967418546359,0.019322641872076565,0.014786967418546359,0.019322641872076565,0.01853281853281852,0.02271256465220671,0.014786967418546359,0.019322641872076565
0.0221274961597542,0.02785154656881766,0.017251436146707898,0.021167683419071895,0.01405925155925154,0.01796871586535334,0.017893017558187,0.021916059075615932
0.04349871959026888,0.032888882980656044,0.04969798317624404,0.029713677132766583,0.04174603174603174,0.030745738870945546,0.05040404040404041,0.04562303229072427
0.02580645161290322,0.05161290322580643,0.0356862745098039,0.06564851124028728,0.00314960629921258,0.00629921259842516,0.00930232558139534,0.018604651162790677
0.06152906161422371,0.033403197335948355,0.07138755980861242,0.10582122618312204,0.06763881653306122,0.05783196426603999,0.05645848062429132,0.03892638970326157
0.051520157631381056,0.05498275794191024,0.033955217321896033,0.024229668633736223,0.03745362019122198,0.013362497180148187,0.0521556195001171,0.053609783357042126
0.032126688672349434,0.02469359154942764,0.06479295594206672,0.09463439330613821,0.021386939284787698,0.009144608121831845,0.030122595044084342,0.022777066773107275
0.05351650173811592,0.04139053263523705,0.0283575735203642,0.02593862160857134,0.03521782838219954,0.028426906837962788,0.030302236770321837,0.04062005608295953
0.018731905037637497,0.02662124171854333,0.01852631578947368,0.02303892887630223,0.0094523306151213,0.011563119771496473,0.016227664541618003,0.014196200939700275
0.057928709937553904,0.035604331377709256,0.01163636363636362,0.015833848041510716,0.03641470521234212,0.030522866957294274,0.03442731346373086,0.01741439833637181
0.029538929386233537,0.027027324900695086,0.02992389649923894,0.027583604403938304,0.02798160365723228,0.02870352299353203,0.00932447397563674,0.01306124441843
0.03322817757020816,0.031007996208815277,0.025824983862367017,0.02133164776281373,0.02185894810297484,0.0233452712865735,0.011407588739290039,0.013379093166093904
0.026644843984105236,0.034591551252351714,0.03292385011396034,0.026672327618821774,0.04390919158361014,0.03329511740359717,0.04450358840696754,0.06852799796037408
0.03250859665514794,0.022496824276546177,0.01882044178756284,0.016007263532056743,0.02617283950617282,0.0360392341541115,0.049227127188500565,0.07591958349101012
0.05534696927243856,0.08016399810911605,0.0430599399821541,0.024873310486345973,0.013953488372092999,0.02324631984655932,0.01977574750830562,0.023350312277909655
0.08171406764148983,0.14875202363413184,0.05319781667607752,0.03139475906562949,0.01735379342206276,0.02254779086562688,0.031229235880398658,0.06081095648450524
0.06511818405969369,0.10229022452495731,0.03777830960287544,0.023689677992835344,0.00693791646464634,0.0050211617128433006,0.0601463136346857,0.11445681408523102
0.12724229066634338,0.19875247980206778,0.025304203759747255,0.01728089853421057,0.041283331739425076,0.047821084203766996,0.07116734754433651,0.09750110191528295
0.05357242925189123,0.06247304649366419,0.05413579940827422,0.06216526851426486,0.005980066445182701,0.010379069336752991,0.00098522167487684,0.00197044334975368
0.01727574750830562,0.024085805927431012,0.02327260555240366,0.023621741340800043,0.00930232558139532,0.013020543483232817,0.062458471760797295,0.10874297698593373
0.0724518272425249,0.11751612758418066,0.02283803101903642,0.021885174750507577,0.03245703444125621,0.04061537491669825,0.02657807308970096,0.022236811336453832
0.03427787111864592,0.03796526890560391,0.02224969149883854,0.008579214202890265,0.01336047372316802,0.0164284376131039,0.0073383233932407,0.0068308272370025715
0.03454377663679986,0.02702499368150884,0.02824571574679694,0.03060821842907132,0.007477316289853921,0.006698627193096377,0.00505054075068916,0.0014918172619179844
0.0159126637190984,0.008475269320436508,0.02269614106823404,0.033716942065582144,0.04704639505741094,0.07118866689122397,0.01038667404946474,0.019155482453730135
0.035883632304718444,0.03743607615687912,0.007786012437175199,0.01030486040521527,0.038590643669625654,0.03782425687685523,0.00066445182724252,0.00132890365448504
0.013469215367835661,0.014186350905450135,0.02537260000056642,0.037718418265967134,0.01351052048726464,0.01775190689657929,0.004414348084424801,0.003920549311298857
0.00956416982547106,0.006539743443163937,0.017940199335548142,0.019999889625637732,0.01927172491832346,0.017728100876640812,0.00797342192691026,0.007458453262672286
0.0173106511922098,0.017770504175000017,0.05879754298294404,0.0457123174961943,0.01259044292411328,0.017107281407478688,0.01262458471760794,0.015639338599255575
0.00407697611734468,0.006435315313750187,0.01734032652920906,0.007454009598501237,0.00988809232383282,0.014996579109716229,0.00866445182724252,0.015720520210445434
0.05012234647277162,0.08312337879801306,0.01846409404548936,0.02325897311467543,0.00770605286495212,0.008919741139065226,0.0022997774408928,0.0028729649984898424
0.02273625176947702,0.018319567702842366,0.01209465112778266,0.01163930315320473,0.004329286076784401,0.005329980951014412,0.0035890963239393996,0.0037654307596845437
0.03386081482776706,0.05469715461135388,0.0019933554817275602,0.00265780730897008,0.007577992058990341,0.0096732755936345,0.0065213700662362,0.0072512287029754645
0.029901610017889036,0.023733636880940216,0.023300110741971178,0.02412870099568434,0.0051282051282051195,0.010256410256410239,0.01531561461794018,0.018807742953898608
0.04337590545177274,0.06489769953617892,0.09224794979425252,0.1619751240917867,0.038326719576719556,0.03872528168110644,0.0034858927951603802,0.0023684030572274028
