A1-mean,A1-std,A2-mean,A2-std,B1-mean,B1-std,B2-mean,B2-std
3.0236936781024126,3.762359362718154,3.0236936781024126,3.762359362718154,2.9691482235569584,3.6560262280841442,3.0236936781024126,3.762359362718154
5.339190867955574,5.646533850003129,5.080367338543809,5.458896272304356,4.337051830522419,4.618342281500145,5.221543809132045,5.556053323149839
3.9711896338955164,3.5646193945622335,3.698462361168244,3.2928797816792934,2.5582416307097158,2.9194441467712835,2.3474913507545088,3.0207231494959954
2.6637608246610163,1.7966878627164105,2.711248862938528,3.97360727295939,2.1328944905472014,1.082003113119182,1.896831262994612,1.5915487614171262
7.769882352941177,5.398077440660084,3.911983193277311,5.081865561086971,4.968210526315789,3.8310023655244247,4.058593837535013,3.134317622193156
1.8014184176197774,1.5950460080533144,8.908694305694306,9.36231551563797,3.752058751529988,2.3102006915740456,7.927109419991771,6.845812688428187
19.292768159613004,21.07479907980894,7.060949494949495,10.259773894869195,14.085620413741855,8.497999285533373,4.536809478556219,5.014985426076225
11.205692599620493,9.955249043228644,12.859333333333334,18.708061055182725,7.116681904433326,6.471940695768816,6.125828282828283,4.0963600147536345
4.1028498803827755,2.2783251724325417,1.1537284878863825,1.0932069153457384,8.245073742746616,7.418443195272252,8.771296296296295,5.546405736878574
6.726477272727273,10.337651707242218,1.8086511491494695,2.5765532242091957,2.065087536576898,1.3564631708103407,10.80436689549962,4.3305277547383385
9.513565034486717,9.83025510327618,3.108150183150183,3.096915529382913,10.555220588235294,12.924497608415223,3.6812535885167463,4.402170079126192
8.09035575569941,9.758560194357642,5.00247796911634,6.794929959207727,8.351818181818182,4.734115327480341,10.62051173218406,7.632917804170889
10.269142891682785,13.856776782394155,4.638400202634245,4.944986437057016,4.937522267206478,2.4452040609802794,11.952633979293019,9.471259561368436
13.593675180598556,19.714640242021233,9.003190476190477,14.387997380028596,3.9179158607350097,2.417452782845186,11.62411680911681,8.05812710416305
9.308366338086017,6.117194300629537,5.186606230581562,5.400673917435662,9.32068779904306,9.401369354087892,8.132424348347149,6.46572807432676
6.138095638713152,3.592323164719531,0.9921457489878541,0.5080214816932037,5.709579809725159,5.1257189737630195,12.886616463010323,12.434217089398594
16.53317669172932,17.246527385681546,7.934510892616156,7.786109797861662,5.4383827203032125,3.450359878881965,14.65364912280702,12.558129460436806
16.089328488394237,22.18365606908818,12.477669196293665,9.670404730091802,4.647277511961722,2.824918300836945,6.099806763285025,3.6295919536506895
7.884877192982455,3.4581491435336833,9.159168164873604,9.143642066483762,16.56484203739523,22.228386896340744,9.020496503496505,9.840017305192225
18.1265899122807,18.100187549099505,7.736406652171357,9.81969986647843,5.640479094349064,3.026722247261479,7.179722467825917,3.677249464576575
13.266802955109407,10.77785348386728,6.098242218996936,4.688537513944097,12.582040215989684,9.001700144741047,18.777098350943024,10.525094249092923
6.249599907616323,5.928442460815349,5.112611330586352,2.19502205278988,5.137691599425393,3.852187134503294,12.734954249383003,8.230046896343282
8.8734442124463,5.24435759930311,11.137642175167263,9.755394934680293,13.382222222222225,12.1346535504778,11.63923762945483,3.3938493685302102
6.70760902255639,5.259647326397265,8.468745845795945,3.7434828644081644,5.121089330024814,2.66745214113012,15.171467225445948,10.634336921882106
18.605043859649122,18.811921169244517,6.208809523809523,4.606543064193319,4.384142033165104,2.7734297997074395,5.901710014520698,2.8264651005864456
10.627917748917747,9.205797904556047,9.384610017889086,14.245339287407413,13.456346763066302,18.65237636571193,4.673035501084281,3.2534174699658496
6.175164473684211,4.365193674448272,39.8299033524615,56.091279958497786,7.101026502426279,8.170392802204452,11.428267617425446,8.351037136300658
11.753849105214545,13.756877536842861,8.315889574262217,7.841561087407648,7.278506493506494,3.6005330359581214,12.279928515318145,6.01679638969016
6.232686335403726,6.339783338461582,3.7437450546473103,2.4601577180549343,6.473096625220135,3.8857801331316693,14.06068680665972,18.583325734619166
11.70784153780678,7.620481318909572,11.870274952086096,13.188520026229478,6.860970246994914,6.114999720121108,13.78389472794064,9.1402895309296
7.712011241446726,4.7240964579074785,7.991668275787047,9.883131167648282,7.87137663856136,5.640701301268935,17.28097975708502,9.12622605115947
20.029228315544106,20.4310860289704,10.56537839769339,10.42402177637601,5.230887445887445,4.701081371887082,17.05825641025641,18.16414825270427
6.705216045228158,5.334558671054921,6.450198936002344,2.3562155361900565,9.113474883661004,12.368010272171134,10.325751441540916,8.178262102255498
2.9334195368015563,2.5147524279746314,12.344092422560792,9.00242712317212,3.4814775008248375,2.098296229779925,11.846701649175413,6.212319313605945
8.834042373866543,4.612716211634899,5.940268727373991,3.356042972393258,5.447689858207163,3.7052156408492514,9.932533440881901,3.898089580868444
5.970275047279765,2.7455012630298015,8.0408379080634,9.712372534417872,6.919745913831278,7.000481315750206,5.747231526320089,4.396292246539161
3.8346940009675863,1.7695953476229427,9.372411674347159,3.557870690231727,12.519418509418509,13.107783397156036,14.028672936259145,10.94379901245253
4.210142973856209,3.785798378520949,6.153694926044987,5.595653786387693,3.238449131513647,1.7337816906395862,14.723799498746866,12.07181065153099
7.257322654462243,4.405362263046476,7.745666666666668,12.357583378146627,12.152084541062802,10.9327906751416,16.509088759939825,14.099400898359612
8.001994763613233,4.102846353561674,9.178495403967101,4.677096413179003,8.838009340515242,5.998574541031018,13.825697981512922,12.711793429973449
