x,y
0,37
1,37
2,37
2,36
3,36
4,36
5,36
6,36
7,36
8,36
9,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
11,37
11,36
10,36
10,35
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
10,37
11,37
11,36
10,36
11,36
10,36
11,36
11,37
11,36
10,36
11,36
10,36
11,36
10,36
11,36
11,37
11,38
11,37
11,38
11,37
11,38
11,37
11,38
11,37
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
11,36
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,36
10,35
10,34
9,34
10,34
9,34
10,34
9,34
10,34
9,34
10,34
9,34
10,34
9,34
10,34
9,34
10,34
9,34
10,34
10,33
9,33
10,33
9,33
10,33
11,33
12,33
12,32
13,32
14,32
15,32
16,32
17,32
18,32
19,32
20,32
21,32
22,32
22,33
22,34
23,34
24,34
25,34
25,33
26,33
27,33
28,33
29,33
30,33
31,33
32,33
32,32
33,32
34,32
35,32
35,31
36,31
36,30
36,29
37,29
38,29
38,28
39,28
39,29
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
40,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
40,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
38,31
38,30
37,30
37,29
38,29
38,28
39,28
39,29
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
39,30
38,30
37,30
37,29
38,29
38,28
39,28
39,29
39,30
38,30
37,30
37,29
38,29
38,28
38,29
38,28
39,28
40,28
40,29
40,30
39,30
38,30
37,30
38,30
37,30
38,30
37,30
37,29
38,29
37,29
38,29
39,29
39,30
38,30
37,30
37,29
38,29
37,29
38,29
37,29
38,29
38,30
37,30
38,30
37,30
37,29
38,29
38,30
37,30
37,29
38,29
38,30
37,30
38,30
37,30
38,30
38,31
38,30
39,30
38,30
39,30
38,30
39,30
